"","Month","Year","Competitor merchandise exports to the World","Competitor agricultural exports to the World","Bulk","Corn","Cotton","Rice","Soybeans","Tobacco","Wheat","Intermediates","Soymeal","Soybean & Vegetable  Oil","Feeds & Fodders","Hides & Skins","Consumer Oriented","Tree Nuts","Dairy Products","Prepared Food 4/","Fresh & Processed Fruit","Fresh & Processed Vegetables","Juices & Beverages","Beef & Beef Products","Pork & Pork Products","Poultry Meat & Products","Wine & Beer","Season"
"11","11","1970","103.55110931396484","105.93441772460938","103.64226531982422","100.07187652587891","100.82673645019531","103.70377349853516","95.153663635253906","93.798377990722656","111.24295043945312","114.12141418457031","93.016899108886719","115.55470275878906","113.82585906982422","116.13337707519531","113.99862670898438","112.57229614257812","119.88568115234375","109.38602447509766","112.52786254882812","116.31995391845703","113.29916381835938","107.57679748535156","120.49448394775391","110.83910369873047","116.06966400146484","Autumn"
"12","12","1970","103.64826202392578","105.91436004638672","103.58187866210938","99.561508178710938","101.02558898925781","103.8031005859375","95.050559997558594","93.718147277832031","111.24073791503906","114.21699523925781","92.632003784179688","115.67704772949219","113.94622802734375","116.25646209716797","114.142822265625","112.89183807373047","120.03958129882812","109.50802612304688","112.52741241455078","116.54490661621094","113.45177459716797","107.57493591308594","120.83213043212891","111.08778381347656","116.05055236816406","Winter"
"13","1","1971","102.70711517333984","105.03053283691406","102.81649017333984","98.875068664550781","100.31224060058594","103.08543395996094","94.390678405761719","93.025833129882812","110.37476348876953","113.22948455810547","92.043052673339844","114.65838623046875","112.94869995117188","115.30379486083984","113.18966674804688","111.93962860107422","118.98830413818359","108.57759094238281","111.62244415283203","115.57923126220703","112.49619293212891","106.73556518554688","119.79682922363281","110.1904296875","115.08872222900391","Winter"
"14","2","1971","102.4305419921875","104.48628234863281","102.24910736083984","98.228157043457031","99.737617492675781","102.69451141357422","93.884048461914062","92.415000915527344","109.7103271484375","112.61640930175781","91.427085876464844","114.03826141357422","112.33263397216797","114.77628326416016","112.61199188232422","111.35102844238281","118.38027954101562","108.01091003417969","110.99676513671875","115.01203918457031","111.92973327636719","106.18412017822266","119.31363677978516","109.68608093261719","114.52980041503906","Winter"
"15","3","1971","102.24813842773438","104.23016357421875","101.97336578369141","97.909805297851562","99.466438293457031","102.42899322509766","93.641586303710938","92.141899108886719","109.45087432861328","112.32820892333984","91.123428344726562","113.75150299072266","112.05767822265625","114.44483947753906","112.29492950439453","111.06613922119141","118.06181335449219","107.74223327636719","110.64025115966797","114.68961334228516","111.61863708496094","105.85746765136719","118.96408843994141","109.36473846435547","114.17609405517578","Spring"
"16","4","1971","102.04843902587891","103.93179321289062","101.63478851318359","97.56036376953125","99.238365173339844","102.09980010986328","93.349166870117188","92.001045227050781","109.00047302246094","111.92058563232422","90.848373413085938","113.35962677001953","111.61357879638672","113.92817687988281","111.83610534667969","110.67592620849609","117.50569915771484","107.36641693115234","110.19136047363281","114.20058441162109","111.20912170410156","105.37876129150391","118.39280700683594","108.91920471191406","113.63949584960938","Spring"
"17","5","1971","101.91259765625","103.77821350097656","101.31321716308594","97.288864135742188","99.025123596191406","101.93716430664062","93.090713500976562","91.915580749511719","108.49986267089844","111.42041015625","90.511337280273438","112.88894653320312","111.01001739501953","113.40595245361328","111.34153747558594","110.23477935791016","116.77803802490234","106.98433685302734","109.76082611083984","113.69411468505859","110.73311614990234","104.91993713378906","117.71981811523438","108.40107727050781","113.10762023925781","Spring"
"18","6","1971","102.27112579345703","104.08612060546875","101.58981323242188","97.545028686523438","99.269668579101562","102.25875091552734","93.397422790527344","92.20501708984375","108.81004333496094","111.75881958007812","90.7620849609375","113.24241638183594","111.33422088623047","113.714599609375","111.68510437011719","110.55126953125","117.10059356689453","107.329833984375","110.09132385253906","114.07768249511719","111.06711578369141","105.20189666748047","118.10031890869141","108.709228515625","113.43013763427734","Summer"
"19","7","1971","102.26395416259766","103.54940032958984","100.93512725830078","96.822898864746094","98.5989990234375","101.70542144775391","92.810981750488281","91.519096374511719","108.07284545898438","111.18590545654297","90.081649780273438","112.67250823974609","110.78359985351562","113.12699127197266","111.13117218017578","109.96219635009766","116.54967498779297","106.79318237304688","109.47848510742188","113.56626892089844","110.49650573730469","104.60128784179688","117.61270141601562","108.13999938964844","112.88203430175781","Summer"
"20","8","1971","101.74143218994141","103.31512451171875","100.47139739990234","96.611152648925781","98.274032592773438","101.21322631835938","92.380912780761719","91.5196533203125","107.33762359619141","110.46476745605469","89.831619262695312","111.97512054443359","109.93035888671875","112.31343078613281","110.36906433105469","109.22219848632812","115.56404113769531","106.19119262695312","108.83533477783203","112.66561126708984","109.80140686035156","103.95137786865234","116.64271545410156","107.43798065185547","112.14684295654297","Summer"
"21","9","1971","100.23097229003906","102.16176605224609","99.221160888671875","95.500556945800781","97.240638732910156","99.891380310058594","91.279052734375","90.709793090820312","105.92031097412109","108.83766937255859","88.592864990234375","110.36611938476562","108.20993041992188","110.58533477783203","108.68705749511719","107.73243713378906","113.57738494873047","104.71562957763672","107.25309753417969","110.85179138183594","108.24279022216797","102.30796051025391","114.65628051757812","105.77694702148438","110.38368225097656","Autumn"
"22","10","1971","99.479171752929688","101.15841674804688","98.214942932128906","94.412147521972656","96.454360961914062","98.9593505859375","90.268951416015625","89.827735900878906","104.84982299804688","107.66827392578125","87.413719177246094","109.21269989013672","107.00016021728516","109.43837738037109","107.55966186523438","106.72653198242188","112.32636260986328","103.66352844238281","106.10450744628906","109.72909545898438","107.16266632080078","101.09977722167969","113.42531585693359","104.68199920654297","109.19028472900391","Autumn"
"23","11","1971","99.007278442382812","100.7965087890625","98.092147827148438","94.728195190429688","96.026527404785156","98.664268493652344","90.411460876464844","89.709976196289062","104.62735748291016","107.24215698242188","87.86474609375","108.71977996826172","106.57772827148438","108.95879364013672","107.02655029296875","106.02674865722656","111.79393768310547","103.18997955322266","105.65400695800781","109.03688049316406","106.66556549072266","100.92359924316406","112.76210784912109","104.29115295410156","108.81105804443359","Autumn"
"24","12","1971","98.311439514160156","99.660072326660156","96.75103759765625","92.981376647949219","94.940971374511719","97.598114013671875","89.283432006835938","88.671554565429688","103.04629516601562","105.76448822021484","86.433372497558594","107.20454406738281","105.19410705566406","107.48357391357422","105.64390563964844","104.77012634277344","110.21003723144531","101.96915435791016","104.15453338623047","107.70649719238281","105.31604766845703","99.439468383789062","111.34463500976562","103.00472259521484","107.25414276123047","Winter"
"25","1","1972","94.917015075683594","97.244422912597656","94.115303039550781","90.801101684570312","91.934036254882812","94.892189025878906","86.713714599609375","86.17315673828125","100.41098022460938","102.64945220947266","84.022743225097656","104.0052490234375","102.09168243408203","104.62534332275391","102.72205352783203","101.87755584716797","107.00265502929688","99.140495300292969","101.65284729003906","104.47521209716797","102.5174560546875","96.874008178710938","108.17654418945312","99.949760437011719","104.41005706787109","Winter"
"26","2","1972","94.261886596679688","96.458526611328125","93.251640319824219","89.791580200195312","91.239959716796875","94.151641845703125","85.962059020996094","85.548622131347656","99.417716979980469","101.63172912597656","83.102149963378906","102.98589324951172","101.03453826904297","103.700439453125","101.79280853271484","101.02603149414062","105.83998107910156","98.292037963867188","100.76377105712891","103.54904174804688","101.6416015625","95.937721252441406","107.23143005371094","99.0032958984375","103.39936065673828","Winter"
"27","3","1972","93.756057739257812","96.279182434082031","92.784950256347656","89.271675109863281","90.666015625","93.962570190429688","85.621688842773438","85.091545104980469","98.883575439453125","100.99565887451172","82.720626831054688","102.30581665039062","100.40058898925781","103.27606964111328","101.13778686523438","100.29242706298828","105.21331024169922","97.726715087890625","100.08641052246094","102.83019256591797","100.984375","95.6507568359375","106.38885498046875","98.315170288085938","102.75296783447266","Spring"
"28","4","1972","93.698997497558594","96.130386352539062","92.776199340820312","89.360565185546875","90.623374938964844","93.888458251953125","85.643341064453125","85.160247802734375","98.833122253417969","100.95590209960938","82.890876770019531","102.26544189453125","100.34761810302734","103.13095855712891","101.03303527832031","100.17155456542969","105.10557556152344","97.655731201171875","99.965133666992188","102.70585632324219","100.91242980957031","95.561653137207031","106.23979187011719","98.224143981933594","102.65495300292969","Spring"
"29","5","1972","93.679763793945312","95.942710876464844","92.500686645507812","88.7816162109375","90.610572814941406","93.843879699707031","85.276359558105469","84.958602905273438","98.493453979492188","100.67910003662109","82.410408020019531","101.99407196044922","100.10138702392578","102.85205078125","100.75997924804688","100.01667022705078","104.79120635986328","97.438545227050781","99.631446838378906","102.45458984375","100.67414093017578","95.228317260742188","105.94208526611328","97.928878784179688","102.23186492919922","Spring"
"30","6","1972","93.575248718261719","95.460517883300781","91.838699340820312","87.703483581542969","90.284339904785156","93.45416259765625","84.443405151367188","84.326774597167969","97.787147521972656","100.13188934326172","81.246452331542969","101.48858642578125","99.562400817871094","102.36505126953125","100.27783966064453","99.733169555664062","104.2718505859375","96.974075317382812","99.067283630371094","102.04384613037109","100.19493865966797","94.512855529785156","105.49539947509766","97.40692138671875","101.61859130859375","Summer"
"31","7","1972","93.415817260742188","95.398399353027344","91.592544555664062","87.187843322753906","90.143959045410156","93.387718200683594","84.090888977050781","84.110023498535156","97.561920166015625","99.941925048828125","80.832992553710938","101.31850433349609","99.349845886230469","102.24599456787109","100.05679321289062","99.632850646972656","104.14262390136719","96.843170166015625","98.662300109863281","101.80793762207031","100.02799224853516","94.345603942871094","105.21546936035156","97.173377990722656","101.347412109375","Summer"
"32","8","1972","93.134010314941406","95.090599060058594","91.636039733886719","87.207244873046875","90.145668029785156","93.324737548828125","84.1014404296875","83.995124816894531","97.739524841308594","100.14854431152344","80.9853515625","101.53083801269531","99.598945617675781","102.28608703613281","100.10450744628906","99.614891052246094","104.46012115478516","96.850189208984375","98.477157592773438","101.90074920654297","100.06277465820312","94.443435668945312","105.38718414306641","97.446464538574219","101.36865234375","Summer"
"33","9","1972","93.086578369140625","95.119476318359375","91.234146118164062","86.988059997558594","89.608039855957031","92.818145751953125","83.807174682617188","83.659141540527344","97.175453186035156","99.592582702636719","80.624252319335938","100.92314147949219","99.105453491210938","101.85152435302734","99.718284606933594","99.272148132324219","103.87370300292969","96.439620971679688","98.46331787109375","101.39534759521484","99.596878051757812","94.037925720214844","104.84287261962891","96.894599914550781","101.09798431396484","Autumn"
"34","10","1972","93.095100402832031","94.717796325683594","91.002937316894531","86.495262145996094","89.525970458984375","92.600303649902344","83.61090087890625","83.380912780761719","97.064842224121094","99.427742004394531","80.338066101074219","100.77172088623047","98.9488525390625","101.62654876708984","99.489784240722656","99.09967041015625","103.71052551269531","96.264175415039062","98.000099182128906","101.22569274902344","99.389358520507812","93.796768188476562","104.75656127929688","96.789756774902344","100.78893280029297","Autumn"
"35","11","1972","93.16107177734375","94.281387329101562","90.6729736328125","85.979194641113281","89.306282043457031","92.432121276855469","83.34112548828125","82.808700561523438","96.803955078125","99.039207458496094","79.861282348632812","100.37252044677734","98.536895751953125","101.49261474609375","99.222984313964844","98.806137084960938","103.44827270507812","95.925224304199219","97.679054260253906","101.01245880126953","99.126007080078125","93.601058959960938","104.61949920654297","96.642242431640625","100.55188751220703","Autumn"
"36","12","1972","92.636238098144531","93.465507507324219","90.129989624023438","85.095489501953125","88.928550720214844","92.019004821777344","83.000534057617188","82.178863525390625","96.37225341796875","98.498397827148438","79.265396118164062","99.824310302734375","98.023460388183594","100.97146606445312","98.694175720214844","98.31005859375","102.91801452636719","95.417152404785156","96.919441223144531","100.59237670898438","98.641021728515625","93.084869384765625","104.26915740966797","96.312690734863281","99.87359619140625","Winter"
"37","1","1973","92.410202026367188","92.821823120117188","89.524032592773438","84.458656311035156","88.475105285644531","91.424446105957031","82.394569396972656","81.671730041503906","95.692573547363281","97.9381103515625","78.630744934082031","99.297500610351562","97.435447692871094","100.26850128173828","98.133476257324219","97.808555603027344","102.3370361328125","94.839179992675781","96.348411560058594","100.06460571289062","98.05706787109375","92.360504150390625","103.75569152832031","95.902694702148438","99.235092163085938","Winter"
"38","2","1973","88.300277709960938","88.803054809570312","85.527679443359375","80.61773681640625","84.770111083984375","87.597557067871094","78.883834838867188","78.33673095703125","91.268821716308594","93.369789123535156","74.923484802246094","94.790458679199219","92.588111877441406","95.550384521484375","93.487396240234375","93.440528869628906","97.023078918457031","90.483528137207031","91.928970336914062","95.292098999023438","93.596977233886719","87.684654235839844","98.689117431640625","91.131614685058594","94.624252319335938","Winter"
"39","3","1973","85.336784362792969","85.871635437011719","82.295234680175781","77.371292114257812","81.549659729003906","84.543365478515625","75.947242736816406","75.694343566894531","87.889183044433594","89.688392639160156","71.854286193847656","91.059577941894531","88.873268127441406","92.039405822753906","89.874496459960938","89.83612060546875","93.096397399902344","87.162544250488281","88.269218444824219","91.596420288085938","90.116111755371094","84.392333984375","94.905319213867188","87.501449584960938","90.902351379394531","Spring"
"40","4","1973","85.419715881347656","85.678703308105469","82.310493469238281","77.157768249511719","81.621932983398438","84.663398742675781","75.951950073242188","75.552490234375","87.996505737304688","89.838729858398438","71.701065063476562","91.215034484863281","89.064216613769531","92.226821899414062","90.038848876953125","90.013458251953125","93.350692749023438","87.250595092773438","88.302452087402344","91.87994384765625","90.264495849609375","84.443870544433594","95.217620849609375","87.722572326660156","90.993133544921875","Spring"
"41","5","1973","84.478584289550781","84.621795654296875","81.229545593261719","76.001800537109375","80.566413879394531","83.656547546386719","75.078636169433594","74.638252258300781","86.858024597167969","88.601646423339844","70.719436645507812","89.939628601074219","87.85003662109375","91.085784912109375","88.813735961914062","88.74273681640625","92.039329528808594","86.11968994140625","86.994377136230469","90.625312805175781","89.112648010253906","83.444129943847656","94.041938781738281","86.625556945800781","89.719001770019531","Spring"
"42","6","1973","82.202743530273438","82.350730895996094","78.727668762207031","73.999954223632812","77.98370361328125","81.3372802734375","72.95208740234375","72.722343444824219","83.963607788085938","85.367889404296875","68.660881042480469","86.662490844726562","84.414390563964844","88.130355834960938","85.737022399902344","85.491127014160156","88.380035400390625","83.28216552734375","84.227432250976562","87.424278259277344","86.125640869140625","80.771209716796875","90.615959167480469","83.40069580078125","86.766059875488281","Summer"
"43","7","1973","79.544845581054688","79.537010192871094","75.701637268066406","71.445121765136719","75.064491271972656","78.406204223632812","70.392288208007812","70.332801818847656","80.465919494628906","81.534553527832031","66.187232971191406","82.755363464355469","80.440025329589844","84.514152526855469","82.148910522460938","81.81512451171875","84.206878662109375","79.927772521972656","80.962265014648438","83.717864990234375","82.516822814941406","77.608665466308594","86.618927001953125","79.784988403320312","83.298637390136719","Summer"
"44","8","1973","81.630958557128906","81.402259826660156","77.982353210449219","73.315208435058594","77.456130981445312","80.556694030761719","72.446159362792969","72.152381896972656","83.147781372070312","84.300552368164062","68.20068359375","85.554450988769531","83.302604675292969","87.150505065917969","84.759063720703125","84.453659057617188","87.323417663574219","82.420654296875","83.149803161621094","86.458358764648438","85.089836120605469","80.020126342773438","89.499008178710938","82.623863220214844","85.844375610351562","Summer"
"45","9","1973","81.11895751953125","80.593620300292969","77.326622009277344","72.735519409179688","76.796295166015625","79.746452331542969","71.978904724121094","71.5","82.460395812988281","83.480720520019531","67.712196350097656","84.713127136230469","82.511787414550781","86.186172485351562","83.827713012695312","83.548553466796875","86.352127075195312","81.600555419921875","82.184585571289062","85.415336608886719","84.188362121582031","79.11297607421875","88.578475952148438","81.899238586425781","84.987930297851562","Autumn"
"46","10","1973","80.252861022949219","79.297752380371094","76.381309509277344","71.623649597167969","76.089042663574219","78.837394714355469","71.193382263183594","70.743034362792969","81.568145751953125","82.399017333984375","66.92474365234375","83.641349792480469","81.358627319335938","85.060501098632812","82.5279541015625","82.217628479003906","85.009086608886719","80.505073547363281","80.534156799316406","84.154876708984375","83.062362670898438","77.9742431640625","87.341705322265625","80.731796264648438","83.612838745117188","Autumn"
"47","11","1973","82.999801635742188","82.742012023925781","79.344688415527344","75.00732421875","78.454360961914062","81.313926696777344","73.663688659667969","72.769798278808594","84.696342468261719","85.908737182617188","69.254013061523438","87.132438659667969","85.116584777832031","88.707550048828125","86.461685180664062","86.217002868652344","89.172637939453125","83.725440979003906","85.377479553222656","87.999176025390625","86.5250244140625","81.2410888671875","91.49249267578125","84.497276306152344","87.955589294433594","Autumn"
"48","12","1973","83.858856201171875","83.438217163085938","80.481986999511719","75.595794677734375","79.673507690429688","82.527847290039062","74.685417175292969","73.35986328125","86.148880004882812","87.593338012695312","70.177894592285156","88.833168029785156","86.935386657714844","90.314460754394531","88.078773498535156","87.888755798339844","91.288475036621094","85.127311706542969","86.56756591796875","89.827186584472656","88.020736694335938","82.728797912597656","93.564140319824219","86.420814514160156","89.427909851074219","Winter"
"49","1","1974","85.782539367675781","85.550666809082031","83.319503784179688","78.376358032226562","82.365188598632812","85.069732666015625","76.887809753417969","74.996749877929688","89.664047241210938","91.264152526855469","72.568817138671875","92.585990905761719","90.659187316894531","93.9580078125","91.655082702636719","91.310150146484375","95.694183349609375","88.127410888671875","89.967430114746094","93.601348876953125","91.296714782714844","85.927268981933594","97.811882019042969","90.297859191894531","93.226699829101562","Winter"
"50","2","1974","84.211357116699219","84.17376708984375","81.976364135742188","77.061714172363281","81.241622924804688","83.917198181152344","75.6383056640625","74.004341125488281","88.138336181640625","89.552940368652344","71.257652282714844","90.864410400390625","88.82403564453125","92.506034851074219","90.045425415039062","89.728584289550781","93.731178283691406","86.595733642578125","88.441337585449219","91.993690490722656","89.766059875488281","84.517166137695312","96.1796875","88.669090270996094","91.589241027832031","Winter"
"51","3","1974","82.959281921386719","82.564231872558594","80.162567138671875","75.283966064453125","79.479156494140625","82.025253295898438","74.017318725585938","72.386283874511719","86.26556396484375","87.498176574707031","69.456413269042969","88.7545166015625","86.848373413085938","90.523597717285156","88.055824279785156","87.736618041992188","91.568893432617188","84.7445068359375","86.474830627441406","89.961990356445312","87.800399780273438","82.648536682128906","94.072006225585938","86.661933898925781","89.581565856933594","Spring"
"52","4","1974","81.281700134277344","80.809715270996094","78.376663208007812","73.867034912109375","77.663970947265625","80.160179138183594","72.352943420410156","70.722496032714844","84.420982360839844","85.361122131347656","67.769844055175781","86.597053527832031","84.672859191894531","88.405143737792969","85.967353820800781","85.562545776367188","89.309898376464844","82.732154846191406","84.542266845703125","87.817848205566406","85.728927612304688","80.666893005371094","91.703239440917969","84.576667785644531","87.530136108398438","Spring"
"53","5","1974","80.713478088378906","80.243461608886719","77.504547119140625","73.145721435546875","76.800827026367188","79.275321960449219","71.412910461425781","69.950958251953125","83.516807556152344","84.312057495117188","66.761116027832031","85.547653198242188","83.5859375","87.486495971679688","84.994491577148438","84.603324890136719","88.255226135253906","81.787765502929688","83.711326599121094","86.743690490722656","84.79522705078125","79.817863464355469","90.536659240722656","83.630508422851562","86.575828552246094","Spring"
"54","6","1974","81.628448486328125","80.738113403320312","78.318946838378906","73.674522399902344","77.587295532226562","80.095787048339844","72.307395935058594","70.592262268066406","84.433425903320312","85.406829833984375","67.613960266113281","86.655082702636719","84.723373413085938","88.475059509277344","85.950347900390625","85.573379516601562","89.394088745117188","82.69091796875","84.439399719238281","87.796463012695312","85.7509765625","80.703590393066406","91.717323303222656","84.658668518066406","87.475372314453125","Summer"
"55","7","1974","81.8372802734375","80.881614685058594","78.375686645507812","73.882835388183594","77.476325988769531","79.982925415039062","72.609672546386719","70.806144714355469","84.386154174804688","85.283279418945312","67.958106994628906","86.475173950195312","84.655342102050781","88.314567565917969","85.801475524902344","85.387649536132812","89.092933654785156","82.649299621582031","84.446640014648438","87.527137756347656","85.647781372070312","80.658843994140625","91.396736145019531","84.410835266113281","87.362815856933594","Summer"
"56","8","1974","83.043304443359375","81.961723327636719","79.641952514648438","75.114501953125","78.656150817871094","81.111534118652344","73.879386901855469","71.954078674316406","85.747772216796875","86.701499938964844","69.348526000976562","87.889533996582031","86.103134155273438","89.655784606933594","87.090553283691406","86.6170654296875","90.551589965820312","83.917839050292969","85.639450073242188","88.812957763671875","86.938301086425781","81.929519653320312","92.7557373046875","85.722587585449219","88.702476501464844","Summer"
"57","9","1974","83.862152099609375","82.836944580078125","80.702468872070312","76.212486267089844","79.609909057617188","81.986328125","74.986076354980469","72.798049926757812","86.984527587890625","87.807472229003906","70.496971130371094","88.965049743652344","87.267631530761719","90.78057861328125","88.126594543457031","87.571800231933594","91.730560302734375","84.930221557617188","86.611175537109375","89.8233642578125","87.980010986328125","83.065834045410156","93.846885681152344","86.793312072753906","89.808280944824219","Autumn"
"58","10","1974","83.291702270507812","82.620307922363281","80.23712158203125","76.083114624023438","78.997421264648438","81.501861572265625","74.557914733886719","72.355194091796875","86.450553894042969","86.948417663574219","70.07147216796875","88.04278564453125","86.372291564941406","90.323295593261719","87.386161804199219","86.782600402832031","90.85296630859375","84.232749938964844","86.129981994628906","88.915908813476562","87.226066589355469","82.761436462402344","92.814842224121094","85.880386352539062","89.246429443359375","Autumn"
"59","11","1974","82.244407653808594","81.574729919433594","79.273056030273438","75.280433654785156","78.078384399414062","80.564529418945312","73.803512573242188","71.695175170898438","85.342269897460938","85.582344055175781","69.440406799316406","86.633316040039062","84.972579956054688","88.94024658203125","86.029075622558594","85.425910949707031","89.29705810546875","83.029914855957031","84.784065246582031","87.495941162109375","85.9466552734375","81.663291931152344","91.235382080078125","84.615921020507812","87.831954956054688","Autumn"
"60","12","1974","82.068656921386719","81.010818481445312","78.260421752929688","74.327163696289062","76.976982116699219","79.728515625","72.894561767578125","70.875373840332031","84.062767028808594","84.34197998046875","68.392677307128906","85.37554931640625","83.730522155761719","87.746864318847656","84.914215087890625","84.385383605957031","87.910301208496094","82.007186889648438","83.905601501464844","86.295379638671875","84.866416931152344","80.51910400390625","89.888023376464844","83.362388610839844","86.689849853515625","Winter"
"61","1","1975","80.389175415039062","79.77740478515625","76.597129821777344","73.44329833984375","74.94561767578125","77.922630310058594","71.523979187011719","69.637351989746094","82.051300048828125","81.987312316894531","67.193489074707031","82.931167602539062","81.35552978515625","85.463333129882812","82.719718933105469","82.079437255859375","85.235366821289062","79.9757080078125","82.285194396972656","83.843040466308594","82.671859741210938","78.580841064453125","87.219223022460938","80.945114135742188","84.661186218261719","Winter"
"62","2","1975","79.559410095214844","79.091835021972656","75.84674072265625","72.822685241699219","74.135429382324219","77.180747985839844","70.933433532714844","69.120231628417969","81.153602600097656","81.014984130859375","66.691452026367188","81.922225952148438","80.395675659179688","84.446319580078125","81.756568908691406","81.098258972167969","84.128181457519531","79.103599548339844","81.390213012695312","82.816078186035156","81.740135192871094","77.750679016113281","86.170700073242188","80.012977600097656","83.674919128417969","Winter"
"63","3","1975","78.984764099121094","79.48895263671875","76.399864196777344","74.826904296875","73.940719604492188","77.263275146484375","71.834495544433594","70.016426086425781","81.373153686523438","80.821685791015625","68.592178344726562","81.632598876953125","80.07421875","84.057876586914062","81.365913391113281","80.281105041503906","83.494758605957031","78.883445739746094","81.554885864257812","82.068305969238281","81.396697998046875","77.906906127929688","85.147369384765625","79.385910034179688","83.694084167480469","Spring"
